21,3,Name one team from Indiana,4,461
22,1,Name one song commonly heard during a FIRST event.,28,YMCA
22,1,Name one song commonly heard during a FIRST event.,16,Sandstorm
22,1,Name one song commonly heard during a FIRST event.,8,National Anthem
22,1,Name one song commonly heard during a FIRST event.,8,We are the Champions
22,1,Name one song commonly heard during a FIRST event.,8,Macarena
22,1,Name one song commonly heard during a FIRST event.,8,Cotton Eye Joe
23,2,Name on website related to FIRST,52,Chief Delphi
23,2,Name on website related to FIRST,8,soap108.com
23,2,Name on website related to FIRST,8,innovationfirst.org
23,2,Name on website related to FIRST,4,sundial
23,2,Name on website related to FIRST,4,firstwiki.org
23,2,Name on website related to FIRST,4,first-a-holics.com
24,3,Name one playing field element that you can commonly find at a FIRST event every year.,56,Carpet
24,3,Name one playing field element that you can commonly find at a FIRST event every year.,12,Alliance Station
24,3,Name one playing field element that you can commonly find at a FIRST event every year.,8,Balls
24,3,Name one playing field element that you can commonly find at a FIRST event every year.,8,Rails
25,1,Name one game from the pre-alliance era of FRC.,44,Toroid Terror
25,1,Name one game from the pre-alliance era of FRC.,24,Maize Craze
25,1,Name one game from the pre-alliance era of FRC.,20,Ladder Logic
25,1,Name one game from the pre-alliance era of FRC.,8,Hexagon Havoc
25,1,Name one game from the pre-alliance era of FRC.,4,Rug Rage
26,2,Name on thing you always remember after leaving a FIRST event,32,People/Friends
26,2,Name on thing you always remember after leaving a FIRST event,12,Fun
26,2,Name on thing you always remember after leaving a FIRST event,8,Wrap Party
27,3,Name one team sponsored by NASA,24,254
27,3,Name one team sponsored by NASA,20,233
27,3,Name one team sponsored by NASA,16,118
27,3,Name one team sponsored by NASA,8,122
27,3,Name one team sponsored by NASA,8,116
28,1,Name one thing that people would like to see in a FIRST game that hasn't shown up yet.,28,Water
28,1,Name one thing that people would like to see in a FIRST game that hasn't shown up yet.,8,Two Stories
28,1,Name one thing that people would like to see in a FIRST game that hasn't shown up yet.,8,Footballs
28,1,Name one thing that people would like to see in a FIRST game that hasn't shown up yet.,4,Pool Noodles
28,1,Name one thing that people would like to see in a FIRST game that hasn't shown up yet.,4,Frisbee
29,2,Name one National Chairman's Award Winner,16,175
29,2,Name one National Chairman's Award Winner,16,254
29,2,Name one National Chairman's Award Winner,12,67
29,2,Name one National Chairman's Award Winner,8,103
29,2,Name one National Chairman's Award Winner,8,47
29,2,Name one National Chairman's Award Winner,8,191
30,3,Name one thing that you will forget to bring to the playing field for a match.,32,Battery/Backup Battery
30,3,Name one thing that you will forget to bring to the playing field for a match.,16,Drive Team
30,3,Name one thing that you will forget to bring to the playing field for a match.,12,Safety Glasses
30,3,Name one thing that you will forget to bring to the playing field for a match.,8,Controls
30,3,Name one thing that you will forget to bring to the playing field for a match.,8,Zip Ties
30,3,Name one thing that you will forget to bring to the playing field for a match.,8,Tether
31,1,Name one tool that you cannot find in the pit when you need it most,44,Wrenches
31,1,Name one tool that you cannot find in the pit when you need it most,16,Band Saw
31,1,Name one tool that you cannot find in the pit when you need it most,4,Tape Measure
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,24,Trophies
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,12,American Flag
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,8,National Anthem
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,8,Montages
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,8,Cheering
32,2,Name one thing you may commonly see at an opening or closing ceremony at a FIRST event,8,Balloons
33,3,Name one team who has won multiple regional or championship events.,24,71
33,3,Name one team who has won multiple regional or championship events.,8,177
33,3,Name one team who has won multiple regional or championship events.,4,25
33,3,Name one team who has won multiple regional or championship events.,4,1114
34,2,Name one kit part that you can commonly see on all FIRST robots,28,CIM
34,2,Name one kit part that you can commonly see on all FIRST robots,20,RC
34,2,Name one kit part that you can commonly see on all FIRST robots,8,Camera
34,2,Name one kit part that you can commonly see on all FIRST robots,8,Chassis
